4,0,1
6,2,2
1,1,1
1,2,1
0,0,1
2,5,1
3,0,1
7,1,1
9,1,2
2,1,3
0,1,1
10,2,1
0,1,2
1,0,1
6,1,1
4,3,1
2,0,2
0,0,1
0,0,1
3,3,1
9,2,1
1,1,2
2,0,1
0,0,2
3,0,1
3,2,2
1,2,1
4,0,1
16,2,1
48,9,5
35,5,5
37,12,4
26,17,4
31,9,4
21,3,5
29,11,4
43,9,4
6,1,4
25,8,4
5,3,3
31,10,2
17,9,3
16,5,4
13,4,3
15,7,4
9,7,3
22,13,3
18,7,3
15,3,5
13,10,3
14,13,2
20,7,2
8,10,3
14,11,3
29,5,3
14,4,3
14,11,3
16,7,2
18,10,3
7,3,3
4,0,3
9,10,2
18,10,2
23,5,3
20,8,2
11,4,2
12,6,2
16,2,3
11,2,2
25,9,2
7,3,3
17,2,2
24,0,2
18,5,2
11,5,2
15,9,2
12,4,1
12,5,2
9,1,3
14,6,3
6,5,3
11,5,1
6,6,2
13,3,2
16,0,2
9,12,3
5,1,2
7,5,4
12,4,2
16,8,2
11,0,1
24,8,2
10,3,2
7,1,1
2,6,4
13,0,3
6,0,2
10,5,2
12,3,1
12,5,2
4,4,2
11,4,2
5,0,1
6,2,2
6,1,1
12,1,3
16,1,2
8,4,3
13,1,2
9,2,3
9,0,2
11,0,2
11,5,1
12,2,1
17,7,2
1,0,2
13,2,2
16,4,2
14,5,2
15,5,1
7,2,2
14,5,1
7,3,1
16,7,2
13,4,2
22,4,2
11,0,3
10,3,1
11,3,1
4,1,3
10,2,3
4,2,2
5,3,2
5,1,2
8,2,3
6,5,2
8,2,1
12,3,1
12,1,2
9,7,2
7,2,2
5,5,1
6,2,2
3,1,1
9,7,2
16,5,2
6,2,2
7,1,1
14,1,1
7,0,2
7,1,2
6,0,2
1,0,2
10,2,2
12,3,2
0,1,2
4,3,2
7,1,2
9,3,1
3,1,3
7,1,2
9,5,1
17,4,2
1,0,1
8,0,2
10,1,2
0,0,1
2,0,3
3,0,1
6,1,2
1,5,2
1,3,2
3,2,2
5,6,2
6,2,2
4,3,2
11,1,2
8,3,2
5,4,2
5,0,1
5,3,2
1,1,1
6,2,2
1,2,1
1,0,1
4,2,1
1,0,1
9,3,2
0,1,1
8,1,1
7,0,1
5,0,1
8,4,3
1,2,2
0,2,2
1,0,2
11,1,2
1,1,2
4,2,1
3,1,1
3,0,1
1,0,1
20,3,1
3,1,1
8,1,1
7,2,1
4,2,1
7,5,2
4,1,2
4,3,1
8,2,2
8,3,1
18,3,1
5,2,1
2,1,1
21,5,1
2,0,1
9,4,1
5,6,1
1,3,1
7,0,1
5,1,2
0,4,1
11,2,1
6,0,2
14,2,2
6,1,2
0,0,2
5,2,1
0,1,2
1,0,2
3,0,2
1,1,1
5,0,2
8,1,1
0,0,1
6,0,1
11,3,1
2,2,1
5,0,1
7,3,1
1,2,2
2,0,2
0,0,2
3,1,1
3,2,2
1,0,2
1,0,2
0,1,1
3,0,1
3,5,1
3,2,1
1,0,1
2,0,1
2,0,1
4,4,1
4,2,1
8,1,1
5,2,1
2,0,1
1,1,1
1,0,1
3,1,1
6,0,1
2,0,1
4,3,1
2,0,1
2,3,1
1,1,1
0,0,1
1,1,1
4,1,1
6,1,1
1,0,1
1,0,1
0,0,1
2,0,1
3,2,1
0,0,1
0,0,1
0,0,1
1,0,1
5,0,1
3,4,1
1,0,1
1,2,1
0,0,1
49,6,5
24,4,5
39,23,4
30,11,4
46,15,4
12,2,4
15,0,4
30,7,4
31,2,4
13,6,3
12,7,2
17,2,3
2,2,4
20,3,3
13,7,4
10,5,3
25,8,4
22,3,3
8,3,5
12,1,3
18,6,2
25,5,2
14,4,3
16,4,3
17,7,3
11,9,2
13,8,3
4,0,3
6,4,3
13,5,2
13,7,2
8,11,3
8,5,2
12,9,2
9,5,2
6,8,3
14,1,2
13,9,2
10,5,3
9,3,2
5,1,2
8,3,2
12,5,2
14,1,3
18,3,2
7,6,1
2,3,2
12,3,3
9,1,3
3,2,3
6,1,1
8,5,2
7,2,2
10,7,3
6,2,2
6,3,4
13,4,1
7,3,2
15,8,2
14,1,2
12,3,2
18,2,2
5,1,1
11,3,3
9,0,3
12,10,2
5,0,1
8,0,2
5,3,2
9,6,2
17,3,1
1,0,1
8,2,2
1,3,1
26,6,3
8,1,2
7,2,3
4,3,2
6,0,3
1,2,2
4,2,1
8,2,2
11,5,1
5,1,1
2,3,2
22,5,2
7,0,2
12,8,2
12,6,1
12,2,2
5,8,1
19,5,2
9,1,1
11,4,1
10,9,2
18,0,2
29,3,2
3,2,3
10,5,1
14,4,1
11,3,3
9,1,3
7,3,1
4,1,1
9,2,2
2,4,2
8,3,1
16,0,2
6,4,1
10,0,1
16,1,1
0,0,1
9,3,1
2,0,1
12,4,1
2,3,1
10,6,1
5,1,1
3,4,2
1,2,1
13,0,1
12,5,2
8,4,2
6,2,2
3,1,1
2,0,1
2,1,2
0,0,2
3,2,1
4,3,2
9,5,1
0,0,2
5,8,2
4,2,1
3,0,1
3,1,1
2,1,1
14,5,1
6,4,1
3,0,1
2,0,1
12,0,1
1,0,2
20,3,2
2,0,1
2,2,1
9,0,2
4,0,1
3,0,2
1,0,1
0,0,1
8,2,1
1,3,1
4,2,2
2,0,2
1,0,1
3,0,1
3,1,1
4,0,1
1,0,1
7,0,1
2,0,1
0,0,1
7,0,1
3,1,1
7,2,1
0,0,1
2,0,2
0,0,1
3,4,1
2,1,1
11,3,1
2,2,1
3,1,1
0,0,1
4,2,1
0,0,1
0,0,2
3,2,1
5,0,1
1,0,1
2,7,1
2,2,1
7,0,1
2,0,1
1,0,1
0,0,1
0,2,1
11,2,1
3,5,1
10,1,1
2,1,1
5,0,1
0,0,1
10,0,1
5,2,1
0,1,1
2,4,1
0,1,1
0,0,1
0,1,1
0,0,1
13,2,1
1,0,1
7,3,1
1,0,1
0,3,1
